PROLIFIC_PID,Question,qns_options,quest_num,answer_num,question_load_timestamp,next_btn_timestamp,option_num_selected,preview_timestamps,final_text_selected_time_stamp,rt_first_option_click,rt_final_option_click,rt_submit_click,questionnaire,trial_type,trial_index,time_elapsed,internal_node_id,Demographic_Submission id,Demographic_Status,Demographic_Started at,Demographic_Completed at,Demographic_Reviewed at,Demographic_Archived at,Demographic_Time taken,Demographic_Completion code,Demographic_Total approvals,Demographic_Age,Demographic_Sex,Demographic_Ethnicity simplified,Demographic_Country of birth,Demographic_Country of residence,Demographic_Nationality,Demographic_Language,Demographic_Student status,Demographic_Employment status,Demographic_Custom study tncs accepted at
65108d02742b73e5f03efb63,<b>I have lots of beliefs that I?m only sort of sure about.,Highly disagree,11/94,3,1708009057045,1708009061146,\3\,1708009060642,1708009060642,3597,3597,4101,buq,qns-item-noham,11,191985,0.0-1.0-0.10,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If I go to my favorite restaurant and the food is surprisingly bad, it reminds me there are many disappointments in life.",Highly disagree,12/94,1,1708009061148,1708009070474,\1\,1708009069850,1708009069850,8702,8702,9326,buq,qns-item-noham,12,201313,0.0-1.0-0.11,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If you are paying attention, please select ?Somewhat agree?",Highly disagree,13/94,3,1708009070477,1708009082690,\3\,1708009078282,1708009078282,7805,7805,12213,buq,qns-item-noham,13,213529,0.0-1.0-0.12,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When I talk to others, I often worry I?ll convince them of something I didn?t mean to.",Highly disagree,14/94,1,1708009082693,1708009090002,\1\,1708009089482,1708009089482,6789,6789,7309,buq,qns-item-noham,14,220841,0.0-1.0-0.13,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I would need to learn something utterly shocking about my party in order to change my political views.,Highly disagree,15/94,3,1708009090004,1708009095722,\1\,1708009094178,1708009095202,4174,5198,5718,buq,qns-item-noham,15,226561,0.0-1.0-0.14,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When I have new experiences, I tend to think of them as unique.",Highly disagree,16/94,3,1708009095724,1708009103402,\3\,1708009102842,1708009102842,7118,7118,7678,buq,qns-item-noham,16,234241,0.0-1.0-0.15,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I change my mind about specific policies pretty frequently.,Highly disagree,17/94,1,1708009103404,1708009142498,\2\,1708009104642,1708009141811,1238,38407,39094,buq,qns-item-noham,17,273337,0.0-1.0-0.16,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If a politician in my political party supports something I disagree with, I give them the benefit of the doubt, as such issues often involve hidden complexities that aren?t obvious.   ",Highly disagree,18/94,1,1708009142500,1708009145202,\1\,1708009144410,1708009144410,1910,1910,2702,buq,qns-item-noham,18,276041,0.0-1.0-0.17,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People?s bad politics are usually motivated by hatefulness.,Highly disagree,19/94,2,1708009145204,1708009150290,\2\,1708009149570,1708009149570,4366,4366,5086,buq,qns-item-noham,19,281129,0.0-1.0-0.18,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I think a lot about how to reconcile my beliefs with one another.,Highly disagree,20/94,1,1708009150292,1708009153170,\1\,1708009151466,1708009151466,1174,1174,2878,buq,qns-item-noham,20,284009,0.0-1.0-0.19,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I might have false beliefs about important topics.,Highly disagree,21/94,1,1708009153172,1708009155354,\1\,1708009154026,1708009154026,854,854,2182,buq,qns-item-noham,21,286193,0.0-1.0-0.20,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If a good friend of mine does something unexpected that upsets me, I feel like I don?t know them anymore.",Highly disagree,22/94,1,1708009155356,1708009157106,\1\,1708009156130,1708009156130,774,774,1750,buq,qns-item-noham,22,287945,0.0-1.0-0.21,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Other people?s beliefs are often incoherent.,Highly disagree,23/94,2,1708009157108,1708009159002,\2\,1708009157858,1708009157858,750,750,1894,buq,qns-item-noham,23,289841,0.0-1.0-0.22,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>Every now and then, a new experience will unsettle beliefs I?ve had for a while.",Highly disagree,24/94,1,1708009159004,1708009208409,\1\,1708009160042,1708009207721,1038,48717,49405,buq,qns-item-noham,24,339248,0.0-1.0-0.23,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Some policies I agree with in principle are so bad I don?t support them. ,Highly disagree,25/94,1,1708009208412,1708009209641,\1\,1708009209025,1708009209025,613,613,1229,buq,qns-item-noham,25,340480,0.0-1.0-0.24,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I?m pretty sure I?ve accidentally spread false information.,Highly disagree,26/94,2,1708009209642,1708009211145,\2\,1708009210545,1708009210545,903,903,1503,buq,qns-item-noham,26,341984,0.0-1.0-0.25,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If I go to my favorite restaurant and the food is unexpectedly bad, then they have changed owners.",Highly disagree,27/94,2,1708009211148,1708009218346,\1\,1708009211769,1708009217553,621,6405,7198,buq,qns-item-noham,27,349185,0.0-1.0-0.26,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>In politics, it?s important to trust your friends and family.",Highly disagree,28/94,3,1708009218347,1708009222417,\1\,1708009219217,1708009221897,870,3550,4070,buq,qns-item-noham,28,353256,0.0-1.0-0.27,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>It?s OK to have some conflicting beliefs.,Highly disagree,29/94,2,1708009222419,1708009229506,\1\,1708009223121,1708009228778,702,6359,7087,buq,qns-item-noham,29,360345,0.0-1.0-0.28,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Listening to people I disagree with makes my opinions better.,Highly disagree,30/94,3,1708009229508,1708009239409,\3\,1708009238930,1708009238930,9422,9422,9901,buq,qns-item-noham,30,370248,0.0-1.0-0.29,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>My moral compass sometimes makes it harder to determine what?s true.,Highly disagree,31/94,1,1708009239413,1708009255578,\1\,1708009255075,1708009255075,15662,15662,16165,buq,qns-item-noham,31,386417,0.0-1.0-0.30,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Evidence pointing in the wrong direction isn?t really evidence at all.,Highly disagree,32/94,1,1708009255581,1708009269794,\1\,1708009256753,1708009256753,1172,1172,14213,buq,qns-item-noham,32,400633,0.0-1.0-0.31,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If the political party I support messes up, it makes me think politics is rotten.",Highly disagree,33/94,1,1708009269796,1708009271898,\1\,1708009270593,1708009270593,797,797,2102,buq,qns-item-noham,33,402737,0.0-1.0-0.32,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Lots of important topics can only really be understood by some groups of people.,Highly disagree,34/94,2,1708009271900,1708009273314,\2\,1708009272625,1708009272625,725,725,1414,buq,qns-item-noham,34,404153,0.0-1.0-0.33,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Having conflicting beliefs means you haven?t thought about them enough.,Highly disagree,35/94,1,1708009273317,1708009274953,\1\,1708009274157,1708009274157,840,840,1636,buq,qns-item-noham,35,405792,0.0-1.0-0.34,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I do not often change my political opinions.,Highly disagree,36/94,3,1708009274956,1708009277858,\3\,1708009277330,1708009277330,2374,2374,2902,buq,qns-item-noham,36,408697,0.0-1.0-0.35,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>It?s difficult to not have at least some conflicting beliefs.,Highly disagree,37/94,2,1708009277859,1708009281793,\2\,1708009281370,1708009281370,3511,3511,3934,buq,qns-item-noham,37,412632,0.0-1.0-0.36,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Wishful thinking causes a lot of problems.,Highly disagree,38/94,1,1708009281796,1708009283233,\1\,1708009282585,1708009282585,789,789,1437,buq,qns-item-noham,38,414072,0.0-1.0-0.37,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I judge a food item only once I try it many times.,Highly disagree,39/94,3,1708009283235,1708009292649,\1\,1708009284817,1708009291897,1582,8662,9414,buq,qns-item-noham,39,423488,0.0-1.0-0.38,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When a person holds conflicting beliefs, they should really try to figure out what?s wrong.",Highly disagree,40/94,1,1708009292651,1708009295577,\1\,1708009294689,1708009294689,2038,2038,2926,buq,qns-item-noham,40,426416,0.0-1.0-0.39,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>Knowing what?s important in life is easy.,Highly disagree,41/94,1,1708009295580,1708009300569,\1\,1708009299905,1708009299905,4325,4325,4989,buq,qns-item-noham,41,431408,0.0-1.0-0.40,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I swim across the Atlantic Ocean to get to work every day.,Highly disagree,42/94,1,1708009300571,1708009334881,\1\,1708009333529,1708009333529,32958,32958,34310,buq,qns-item-noham,42,465720,0.0-1.0-0.41,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>Sometimes, you just have to ignore evidence that you know is wrong.",Highly disagree,43/94,4,1708009334883,1708009339809,\4\,1708009339217,1708009339217,4334,4334,4926,buq,qns-item-noham,43,470648,0.0-1.0-0.42,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I have had some false beliefs.,Highly disagree,44/94,2,1708009339811,1708009343378,\2\,1708009342722,1708009342722,2911,2911,3567,buq,qns-item-noham,44,474217,0.0-1.0-0.43,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>If one friend does something that upsets me, I sometimes start to distrust people in general.",Highly disagree,45/94,3,1708009343381,1708009373906,\1\,1708009346042,1708009373410,2661,30029,30525,buq,qns-item-noham,45,504745,0.0-1.0-0.44,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>The facts about most important matters are easy to find.,Highly disagree,46/94,4,1708009373908,1708009378874,\1\,1708009374762,1708009378314,854,4406,4966,buq,qns-item-noham,46,509713,0.0-1.0-0.45,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>It?s better to know what?s true than to know what?s moral.,Highly disagree,47/94,2,1708009378876,1708009387338,\1\,1708009382458,1708009386786,3582,7910,8462,buq,qns-item-noham,47,518177,0.0-1.0-0.46,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I used to think the world was less complicated than I do now.,Highly disagree,48/94,1,1708009387340,1708009394170,\1\,1708009388306,1708009392970,966,5630,6830,buq,qns-item-noham,48,525009,0.0-1.0-0.47,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>People are usually completely right or completely wrong.,Highly disagree,49/94,2,1708009394172,1708009399674,\1\,1708009395034,1708009399138,862,4966,5502,buq,qns-item-noham,49,530513,0.0-1.0-0.48,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I spend a lot of time considering alternatives to my beliefs.,Highly disagree,50/94,1,1708009399676,1708009413473,\1\,1708009400770,1708009400770,1094,1094,13797,buq,qns-item-noham,50,544312,0.0-1.0-0.49,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>Political enemies need to be defeated, not convinced.",Highly disagree,51/94,3,1708009413475,1708009434178,\1\,1708009414641,1708009433529,1166,20054,20703,buq,qns-item-noham,51,565017,0.0-1.0-0.50,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>I form my political views only after meticulously gathering historical and present information about their policies.,Highly disagree,52/94,1,1708009434180,1708009436433,\1\,1708009435201,1708009435201,1021,1021,2253,buq,qns-item-noham,52,567272,0.0-1.0-0.51,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,<b>It is difficult for me to remember the last time I was surprised by politics.,Highly disagree,53/94,1,1708009436435,1708009440305,\1\,1708009439545,1708009439545,3110,3110,3870,buq,qns-item-noham,53,571144,0.0-1.0-0.52,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65108d02742b73e5f03efb63,"<b>When I find out I?m wrong, I think a lot about my related beliefs.",Highly disagree,54/94,3,1708009440307,1708009463651,\3\,1708009462913,1708009462913,22606,22606,23344,buq,qns-item-noham,54,594490,0.0-1.0-0.53,65ce2090846439b984dbe607,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266.0,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
